,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SalePrice,SqrtLotArea,LogLotArea,SqrtMasVnrArea,LogMasVnrArea,SqrtBsmtFinSF1,LogBsmtFinSF1,SqrtBsmtFinSF2,LogBsmtFinSF2,SqrtBsmtUnfSF,LogBsmtUnfSF,SqrtTotalBsmtSF,LogTotalBsmtSF,Sqrt1stFlrSF,Log1stFlrSF,Sqrt2ndFlrSF,Log2ndFlrSF,SqrtLowQualFinSF,LogLowQualFinSF,SqrtGrLivArea,LogGrLivArea,SqrtGarageArea,LogGarageArea,SqrtWoodDeckSF,LogWoodDeckSF,SqrtOpenPorchSF,LogOpenPorchSF,SqrtPoolArea,LogPoolArea
1378,1379,160,21.0,1953,6,5,1973,1973,408.0,309,0,174,483,483,504,0,987,0,0,1,1,2,1,5,0,1973.0,1,264,72,0,0,0,0,0,6,2006,11.326607934898927,44.19275958796871,7.577633832602728,20.199009876724155,6.013715156042802,17.578395831246947,5.736572297479192,0.0,0.0,13.19090595827292,5.1647859739235145,21.97726097583591,6.182084906716632,21.97726097583591,6.182084906716632,22.44994432064365,6.22455842927536,0.0,0.0,31.416556144810016,6.895682697747868,16.24807680927192,5.579729825986222,8.48528137423857,4.290459441148391,0.0,0.0,0.0,0.0
517,518,60,79.0,10208,7,5,1996,1997,921.0,0,0,1264,1264,1277,1067,0,2344,0,0,2,1,3,1,7,1,1996.0,3,889,220,0,0,0,0,0,7,2009,12.487488878546145,101.03464752252071,9.231024963169016,30.347981810987037,6.826545223556594,0.0,0.0,0.0,0.0,35.552777669262355,7.142827401161621,35.552777669262355,7.142827401161621,35.73513677041127,7.15305163493748,32.66496594212215,6.97354301952014,0.0,0.0,48.41487374764082,7.76004068088038,29.816103031751148,6.7912214627261855,14.832396974191326,5.3981627015177525,0.0,0.0,0.0,0.0
689,690,120,61.0,7577,6,5,2005,2006,256.0,20,0,1342,1362,1362,0,0,1362,0,0,2,0,2,1,6,1,2005.0,2,460,192,28,0,0,0,0,6,2007,12.179220327453931,87.04596486914255,8.933004591578547,16.0,5.54907608489522,4.47213595499958,3.044522437723423,0.0,0.0,36.6333181680284,7.202661196523238,36.90528417449187,7.217443431696533,36.90528417449187,7.217443431696533,0.0,0.0,0.0,0.0,36.90528417449187,7.217443431696533,21.447610589527216,6.133398042996649,13.856406460551018,5.262690188904886,5.291502622129181,3.367295829986474,0.0,0.0
1058,1059,60,96.0,11308,9,5,2008,2008,154.0,936,0,168,1104,1130,1054,0,2184,1,0,2,1,3,1,10,1,2008.0,3,836,0,102,0,0,0,0,7,2009,12.721888795877375,106.33908030446756,9.333354147871328,12.409673645990857,5.043425116919247,30.59411708155671,6.842683282238422,0.0,0.0,12.96148139681572,5.1298987149230735,33.2264954516723,7.007600613951853,33.61547262794322,7.030857476116121,32.46536616149585,6.961296045910167,0.0,0.0,46.73328578219169,7.68937110752969,28.91366458960192,6.729824070489475,0.0,0.0,10.099504938362077,4.634728988229636,0.0,0.0
1267,1268,20,89.0,13214,9,5,2008,2009,0.0,0,0,2002,2002,2018,0,0,2018,0,0,2,0,3,1,10,1,2009.0,3,746,144,76,0,0,0,0,5,2010,12.843973993864076,114.95216396397242,9.48910782703839,0.0,0.0,0.0,0.0,0.0,0.0,44.74371464239419,7.602401335665818,44.74371464239419,7.602401335665818,44.9221548904324,7.610357618312838,0.0,0.0,0.0,0.0,44.9221548904324,7.610357618312838,27.313000567495326,6.616065185132817,12.0,4.976733742420574,8.717797887081348,4.343805421853684,0.0,0.0
955,956,90,82.0,7136,6,6,1946,1950,423.0,484,0,495,979,979,979,0,1958,0,0,2,0,4,2,8,0,1946.0,2,492,0,0,0,0,0,0,8,2007,11.884495917930655,84.4748483277715,8.873047798971067,20.566963801203133,6.049733455231958,22.0,6.184148890937483,0.0,0.0,22.24859546128699,6.206575926724928,31.28897569432403,6.887552571664617,31.28897569432403,6.887552571664617,31.28897569432403,6.887552571664617,0.0,0.0,44.24929377967517,7.580189417944541,22.181073012818835,6.20050917404269,0.0,0.0,0.0,0.0,0.0,0.0
802,803,60,63.0,8199,7,5,2005,2005,0.0,648,0,80,728,728,728,0,1456,1,0,2,1,3,1,7,1,2005.0,2,410,36,18,0,0,0,0,10,2008,12.149507585033072,90.54832963671942,9.011889433252344,0.0,0.0,25.45584412271571,6.47543271670409,0.0,0.0,8.94427190999916,4.394449154672439,26.981475126464083,6.591673732008658,26.981475126464083,6.591673732008658,26.981475126464083,6.591673732008658,0.0,0.0,38.157568056677825,7.284134806195205,20.248456731316587,6.018593214496234,6.0,3.6109179126442243,4.242640687119285,2.9444389791664403,0.0,0.0
1123,1124,20,50.0,9405,5,9,1947,2008,0.0,0,0,698,698,698,0,0,698,0,1,1,0,2,1,4,0,0.0,0,0,0,200,0,0,0,0,6,2009,11.678448377988165,96.97937925146768,9.149103062504993,0.0,0.0,0.0,0.0,0.0,0.0,26.419689627245813,6.54965074223381,26.419689627245813,6.54965074223381,26.419689627245813,6.54965074223381,0.0,0.0,0.0,0.0,26.419689627245813,6.54965074223381,0.0,0.0,0.0,0.0,14.142135623730951,5.303304908059076,0.0,0.0
1303,1304,20,73.0,8688,7,5,2005,2005,228.0,0,0,1616,1616,1616,0,0,1616,0,0,2,0,3,1,7,0,2005.0,3,834,208,59,0,0,0,0,4,2006,12.354496960983985,93.20944158184835,9.069813136839207,15.0996688705415,5.43372200355424,0.0,0.0,0.0,0.0,40.19950248448356,7.388327859577107,40.19950248448356,7.388327859577107,40.19950248448356,7.388327859577107,0.0,0.0,0.0,0.0,40.19950248448356,7.388327859577107,28.879058156387302,6.727431724850855,14.422205101855956,5.342334251964811,7.681145747868608,4.0943445622221,0.0,0.0
313,314,20,150.0,215245,7,5,1965,1965,0.0,1236,820,80,2136,2036,0,0,2036,2,0,2,0,3,1,8,2,1965.0,2,513,0,0,0,0,0,0,6,2009,12.834683971615659,463.9450398484717,12.279536839074337,0.0,0.0,35.156791662493895,7.1204443723924875,28.635642126552707,6.710523109452428,8.94427190999916,4.394449154672439,46.216880033165374,7.667158255319148,45.12205669071391,7.619233416226805,0.0,0.0,0.0,0.0,45.12205669071391,7.619233416226805,22.64950330581225,6.2422232654551655,0.0,0.0,0.0,0.0,0.0,0.0
430,431,160,21.0,1680,6,5,1971,1971,232.0,387,0,96,483,483,504,0,987,0,0,1,1,2,1,4,0,1971.0,1,264,0,0,0,0,0,0,7,2008,11.355113089309977,40.98780306383839,7.427144133408616,15.231546211727817,5.4510384535657,19.672315572906,5.961005339623274,0.0,0.0,9.797958971132712,4.574710978503383,21.97726097583591,6.182084906716632,21.97726097583591,6.182084906716632,22.44994432064365,6.22455842927536,0.0,0.0,31.416556144810016,6.895682697747868,16.24807680927192,5.579729825986222,0.0,0.0,0.0,0.0,0.0,0.0
1375,1376,20,89.0,10991,8,5,2007,2007,80.0,0,0,1571,1571,1571,0,0,1571,0,0,2,0,3,1,7,1,2007.0,3,722,100,36,0,0,0,0,12,2007,12.384223015005313,104.83797022071727,9.30492301446213,8.94427190999916,4.394449154672439,0.0,0.0,0.0,0.0,39.63584236521283,7.360103972989152,39.63584236521283,7.360103972989152,39.63584236521283,7.360103972989152,0.0,0.0,0.0,0.0,39.63584236521283,7.360103972989152,26.870057685088806,6.583409222158765,10.0,4.61512051684126,6.0,3.6109179126442243,0.0,0.0
1104,1105,160,24.0,2016,5,5,1970,1970,304.0,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,1970.0,2,440,0,0,0,0,0,0,4,2007,11.571203807011969,44.8998886412873,7.6093665379542115,17.435595774162696,5.720311776607412,0.0,0.0,0.0,0.0,25.099800796022265,6.447305862541213,25.099800796022265,6.447305862541213,25.099800796022265,6.447305862541213,25.92296279363144,6.511745329644728,0.0,0.0,36.08323710533743,7.172424577124845,20.97617696340303,6.089044875446846,0.0,0.0,0.0,0.0,0.0,0.0
776,777,20,86.0,11210,7,5,2005,2006,240.0,20,0,1594,1614,1614,0,0,1614,0,0,2,0,3,1,7,0,2005.0,3,865,144,59,0,0,0,0,7,2006,12.308182383129823,105.8772874605314,9.324650718153594,15.491933384829668,5.484796933490655,4.47213595499958,3.044522437723423,0.0,0.0,39.92492955535426,7.374629015218945,40.17461885320133,7.387090235656757,40.17461885320133,7.387090235656757,0.0,0.0,0.0,0.0,40.17461885320133,7.387090235656757,29.410882339705484,6.763884908562435,12.0,4.976733742420574,7.681145747868608,4.0943445622221,0.0,0.0
889,890,20,128.0,12160,6,4,1953,1953,90.0,1024,0,481,1505,1505,0,0,1505,1,0,1,0,2,1,6,1,1953.0,2,505,0,0,0,162,0,0,2,2009,11.915058360753719,110.27239001672177,9.405989388981,9.486832980505138,4.51085950651685,32.0,6.932447891572509,0.0,0.0,21.93171219946131,6.1779441140506,38.79432948254165,7.317212408359839,38.79432948254165,7.317212408359839,0.0,0.0,0.0,0.0,38.79432948254165,7.317212408359839,22.47220505424423,6.226536669287466,0.0,0.0,0.0,0.0,0.0,0.0
1264,1265,120,34.0,4060,6,5,1998,1999,0.0,266,0,1139,1405,1337,0,0,1337,1,0,2,0,2,1,5,0,1998.0,2,511,144,68,0,0,0,0,8,2008,12.10625783509458,63.71812928829596,8.309184527686298,0.0,0.0,16.30950643030009,5.58724865840025,0.0,0.0,33.74907406137241,7.038783541388542,37.48332962798263,7.2485040723706105,36.565010597564445,7.198931240688173,0.0,0.0,0.0,0.0,36.565010597564445,7.198931240688173,22.60530911091463,6.238324625039508,12.0,4.976733742420574,8.246211251235321,4.23410650459726,0.0,0.0
665,666,60,106.0,11194,8,5,2000,2000,40.0,0,0,1406,1406,1454,482,0,1936,0,0,2,1,3,1,7,1,2000.0,2,504,188,124,0,0,0,0,11,2006,12.348010479804223,105.80170130957252,9.323222529032856,6.324555320336759,3.713572066704308,0.0,0.0,0.0,0.0,37.49666651850535,7.249215057114389,37.49666651850535,7.249215057114389,38.13135192987524,7.282761179605593,21.95449840010015,6.180016653652572,0.0,0.0,44.0,7.5688956634069955,22.44994432064365,6.22455842927536,13.711309200802088,5.241747015059643,11.135528725660043,4.8283137373023015,0.0,0.0
1280,1281,20,67.0,9808,7,5,2002,2002,110.0,788,0,785,1573,1573,0,0,1573,1,0,2,0,3,1,6,0,2002.0,2,544,0,72,0,0,0,0,3,2009,12.33270970174018,99.03534722511958,9.191055610564316,10.488088481701515,4.709530201312334,28.071337695236398,6.670766320845874,0.0,0.0,28.0178514522438,6.666956792429207,39.66106403010388,7.3613754289773485,39.66106403010388,7.3613754289773485,0.0,0.0,0.0,0.0,39.66106403010388,7.3613754289773485,23.323807579381203,6.300785794663244,0.0,0.0,8.48528137423857,4.290459441148391,0.0,0.0
676,677,70,60.0,9600,4,2,1900,1950,0.0,0,0,1095,1095,1095,679,0,1774,1,0,2,0,4,2,8,0,1920.0,3,779,0,0,90,0,0,0,5,2006,11.373674891823535,97.97958971132712,9.169622538697624,0.0,0.0,0.0,0.0,0.0,0.0,33.090784215548595,6.999422467507961,33.090784215548595,6.999422467507961,33.090784215548595,6.999422467507961,26.057628441590765,6.522092798170152,0.0,0.0,42.118879377305376,7.4815557019095165,27.910571473905726,6.659293919683638,0.0,0.0,0.0,0.0,0.0,0.0
1304,1305,160,32.0,3363,7,5,2004,2004,117.0,0,0,976,976,976,732,0,1708,0,0,2,0,3,1,7,0,2004.0,2,380,0,40,0,0,0,0,4,2006,11.775297421715827,57.99137866959192,8.120886021092838,10.816653826391969,4.770684624465665,0.0,0.0,0.0,0.0,31.240998703626616,6.884486652042782,31.240998703626616,6.884486652042782,31.240998703626616,6.884486652042782,27.055498516937366,6.597145701886651,0.0,0.0,41.32795663954365,7.443663683115591,19.493588689617926,5.942799375126701,0.0,0.0,6.324555320336759,3.713572066704308,0.0,0.0
1259,1260,20,65.0,9750,6,8,1969,1969,0.0,602,438,14,1054,1054,0,0,1054,1,0,1,1,3,1,6,0,1969.0,2,460,180,0,0,0,80,0,7,2008,11.92504173829169,98.74208829065749,9.18512512283512,0.0,0.0,24.535688292770594,6.401917196727186,20.92844953645635,6.0844994130751715,3.7416573867739413,2.70805020110221,32.46536616149585,6.961296045910167,32.46536616149585,6.961296045910167,0.0,0.0,0.0,0.0,32.46536616149585,6.961296045910167,21.447610589527216,6.133398042996649,13.416407864998739,5.198497031265826,0.0,0.0,0.0,0.0
1037,1038,60,0.0,9240,8,5,2001,2002,396.0,0,0,1055,1055,1055,1208,0,2263,0,0,2,1,3,1,7,1,2001.0,2,905,0,45,0,0,189,0,9,2008,12.567240979056246,96.12491872558333,9.13140538388804,19.8997487421324,5.983936280687191,0.0,0.0,0.0,0.0,32.48076353782343,6.962243464266207,32.48076353782343,6.962243464266207,32.48076353782343,6.962243464266207,34.75629439396553,7.097548850614793,0.0,0.0,47.57099956906519,7.724888439323074,30.083217912982647,6.80903930604298,0.0,0.0,6.708203932499369,3.828641396489095,0.0,0.0
1135,1136,30,60.0,6180,6,5,1926,1950,0.0,0,0,960,960,986,0,0,986,0,0,1,0,2,1,5,1,1926.0,1,180,0,128,0,0,0,0,5,2007,11.532737896139919,78.61297602813418,8.729235349659273,0.0,0.0,0.0,0.0,0.0,0.0,30.983866769659336,6.8679744089702925,30.983866769659336,6.8679744089702925,31.400636936215164,6.894670039433482,0.0,0.0,0.0,0.0,31.400636936215164,6.894670039433482,13.416407864998739,5.198497031265826,0.0,0.0,11.313708498984761,4.859812404361672,0.0,0.0
1100,1101,30,60.0,8400,2,5,1920,1950,0.0,290,0,0,290,438,0,0,438,0,0,1,0,1,1,3,0,1930.0,1,246,0,0,0,0,0,0,1,2009,11.002116507732017,91.6515138991168,9.036106025364846,0.0,0.0,17.029386365926403,5.673323267171493,0.0,0.0,0.0,0.0,17.029386365926403,5.673323267171493,20.92844953645635,6.0844994130751715,0.0,0.0,0.0,0.0,20.92844953645635,6.0844994130751715,15.684387141358123,5.5093883366279774,0.0,0.0,0.0,0.0,0.0,0.0
49,50,20,66.0,7742,5,7,1966,1966,0.0,763,0,192,955,955,0,0,955,1,0,1,0,3,1,6,0,1966.0,1,386,0,0,0,0,0,0,1,2007,11.751950239425476,87.98863562983574,8.954544488386723,0.0,0.0,27.622454633866266,6.638567789166521,0.0,0.0,13.856406460551018,5.262690188904886,30.903074280724887,6.862757913051401,30.903074280724887,6.862757913051401,0.0,0.0,0.0,0.0,30.903074280724887,6.862757913051401,19.6468827043885,5.958424693029782,0.0,0.0,0.0,0.0,0.0,0.0
553,554,20,67.0,8777,4,5,1949,2003,0.0,0,0,0,0,1126,0,0,1126,0,0,2,0,2,1,5,0,2002.0,2,520,0,96,0,0,0,0,5,2009,11.58989576532275,93.68564457802486,9.080003870248179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.555923471125034,7.027314514039777,0.0,0.0,0.0,0.0,33.555923471125034,7.027314514039777,22.80350850198276,6.255750041753367,0.0,0.0,9.797958971132712,4.574710978503383,0.0,0.0
576,577,50,52.0,6292,7,7,1928,1950,0.0,0,0,861,861,877,600,0,1477,0,1,2,0,3,1,6,1,1928.0,1,216,0,50,0,0,0,0,8,2009,11.884495917930655,79.32212806020776,8.747193183526933,0.0,0.0,0.0,0.0,0.0,0.0,29.34280150224242,6.759255270663693,29.34280150224242,6.759255270663693,29.614185789921695,6.777646593635117,24.49489742783178,6.398594934535208,0.0,0.0,38.43175770115127,7.298445101508147,14.696938456699069,5.37989735354046,0.0,0.0,7.0710678118654755,3.9318256327243257,0.0,0.0
894,895,90,64.0,7018,5,5,1979,1979,0.0,0,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,1979.0,2,400,0,0,0,0,0,0,6,2009,11.685693195625964,83.773504164503,8.856376036730422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.179076048319466,7.336936913707618,0.0,0.0,0.0,0.0,39.179076048319466,7.336936913707618,20.0,5.993961427306569,0.0,0.0,0.0,0.0,0.0,0.0
1168,1169,70,120.0,13728,6,7,1935,1986,0.0,626,0,501,1127,1236,872,0,2108,0,0,2,0,4,1,7,2,1935.0,2,540,0,0,0,0,90,0,7,2008,12.367345048436391,117.16654812701448,9.527265662897605,0.0,0.0,25.019992006393608,6.440946540632921,0.0,0.0,22.38302928559939,6.218600119691729,33.57082066318904,7.028201432058005,35.156791662493895,7.1204443723924875,29.5296461204668,6.771935555839602,0.0,0.0,45.91296113299599,7.653969180478774,23.2379000772445,6.293419278846481,0.0,0.0,0.0,0.0,0.0,0.0
96,97,20,78.0,10264,7,5,1999,1999,183.0,1162,0,426,1588,1588,0,0,1588,0,0,2,0,3,1,6,0,1999.0,2,472,158,29,0,0,0,0,8,2006,12.273735966890268,101.31140113531151,9.236495329453033,13.527749258468683,5.214935757608986,34.08812109811862,7.0587581525186645,0.0,0.0,20.639767440550294,6.056784013228625,39.84971769034255,7.370860166536716,39.84971769034255,7.370860166536716,0.0,0.0,0.0,0.0,39.84971769034255,7.370860166536716,21.72556098240043,6.159095388491933,12.569805089976535,5.0689042022202315,5.385164807134504,3.4011973816621555,0.0,0.0
299,300,20,80.0,14000,6,8,1950,2004,0.0,0,0,1092,1092,1152,0,0,1152,0,1,1,0,3,1,6,1,1950.0,1,300,0,36,0,0,0,0,8,2009,11.973516181427835,118.32159566199232,9.546884034617925,0.0,0.0,0.0,0.0,0.0,0.0,33.04542328371661,6.996681488176539,33.04542328371661,6.996681488176539,33.94112549695428,7.050122520269059,0.0,0.0,0.0,0.0,33.94112549695428,7.050122520269059,17.320508075688775,5.707110264748875,0.0,0.0,6.0,3.6109179126442243,0.0,0.0
804,805,20,75.0,9000,5,5,1954,1954,0.0,812,0,124,936,1128,0,0,1128,0,0,1,0,2,1,5,0,1954.0,1,286,0,0,0,0,0,0,6,2006,11.678448377988165,94.86832980505137,9.105090961257085,0.0,0.0,28.495613697550013,6.70073110954781,0.0,0.0,11.135528725660043,4.8283137373023015,30.59411708155671,6.842683282238422,33.58571124749333,7.029087564149662,0.0,0.0,0.0,0.0,33.58571124749333,7.029087564149662,16.911534525287763,5.659482215759621,0.0,0.0,0.0,0.0,0.0,0.0
702,703,60,82.0,12438,8,5,2006,2006,466.0,0,0,1234,1234,1264,1312,0,2576,0,0,2,1,4,1,10,1,2006.0,3,666,324,100,0,0,0,0,7,2006,12.799178471909892,111.52578177264664,9.428591977209965,21.587033144922902,6.1463292576688975,0.0,0.0,0.0,0.0,35.12833614050059,7.118826249062078,35.12833614050059,7.118826249062078,35.552777669262355,7.142827401161621,36.22154055254967,7.180069874302796,0.0,0.0,50.75431016179808,7.854381210652365,25.80697580112788,6.502790045915623,18.0,5.783825182329737,10.0,4.61512051684126,0.0,0.0
240,241,20,75.0,9000,8,5,2008,2008,36.0,1078,0,488,1566,1566,0,0,1566,1,0,2,0,3,1,7,0,2008.0,2,750,144,168,0,0,0,0,4,2010,12.47801017053037,94.86832980505137,9.105090961257085,6.0,3.6109179126442243,32.83291031876401,6.983789965258135,0.0,0.0,22.090722034374522,6.192362489474872,39.57271787481876,7.356918242356021,39.57271787481876,7.356918242356021,0.0,0.0,0.0,0.0,39.57271787481876,7.356918242356021,27.386127875258307,6.621405651764134,12.0,4.976733742420574,12.96148139681572,5.1298987149230735,0.0,0.0
24,25,20,0.0,8246,5,8,1968,2001,0.0,188,668,204,1060,1060,0,0,1060,1,0,1,0,3,1,6,1,1968.0,1,270,406,90,0,0,0,0,5,2010,11.944714374881176,90.80748867797193,9.017604776833355,0.0,0.0,13.711309200802088,5.241747015059643,25.84569596664017,6.505784060128229,14.2828568570857,5.3230099791384085,32.55764119219941,6.966967138613983,32.55764119219941,6.966967138613983,0.0,0.0,0.0,0.0,32.55764119219941,6.966967138613983,16.431676725154983,5.602118820879701,20.149441679609886,6.008813185442595,9.486832980505138,4.51085950651685,0.0,0.0
1107,1108,60,168.0,23257,7,5,2006,2006,0.0,0,0,868,868,887,1134,0,2021,0,0,2,1,3,1,9,1,2006.0,2,422,0,100,0,0,0,0,9,2006,12.52352951631214,152.50245899656832,10.05440443785299,0.0,0.0,0.0,0.0,0.0,0.0,29.46183972531247,6.767343125265392,29.46183972531247,6.767343125265392,29.782545223670862,6.78897174299217,33.67491648096547,7.034387929915503,0.0,0.0,44.955533585978046,7.611842399580417,20.54263858417414,6.0473721790462776,0.0,0.0,10.0,4.61512051684126,0.0,0.0
73,74,20,85.0,10200,5,7,1954,2003,104.0,320,362,404,1086,1086,0,0,1086,1,0,1,0,3,1,6,0,1989.0,2,490,0,0,0,0,0,0,5,2010,11.88380602959621,100.99504938362078,9.23024103368252,10.198039027185569,4.653960350157523,17.88854381999832,5.771441123130016,19.026297590440446,5.8944028342648505,20.09975124224178,6.003887067106539,32.95451410656816,6.99117688712121,32.95451410656816,6.99117688712121,0.0,0.0,0.0,0.0,32.95451410656816,6.99117688712121,22.135943621178654,6.19644412779452,0.0,0.0,0.0,0.0,0.0,0.0
571,572,20,60.0,7332,6,6,1959,1959,207.0,414,0,450,864,864,0,0,864,1,0,1,0,2,1,4,0,1959.0,1,288,168,0,0,0,0,0,10,2006,11.695255355062795,85.62709851443059,8.9001399880938,14.38749456993816,5.337538079701318,20.346989949375804,6.028278520230698,0.0,0.0,21.213203435596427,6.111467339502679,29.393876913398138,6.762729506931879,29.393876913398138,6.762729506931879,0.0,0.0,0.0,0.0,29.393876913398138,6.762729506931879,16.97056274847714,5.666426688112432,12.96148139681572,5.1298987149230735,0.0,0.0,0.0,0.0
177,178,50,0.0,13650,5,5,1958,1958,0.0,57,441,554,1052,1252,668,0,1920,1,0,2,0,4,1,8,1,1958.0,2,451,0,0,0,0,0,0,7,2006,12.058158312538197,116.83321445547922,9.521568058002977,0.0,0.0,7.54983443527075,4.060443010546419,21.0,6.091309882077698,23.53720459187964,6.318968113746434,32.43454948045371,6.959398512133975,35.38361202590826,7.133295954896068,25.84569596664017,6.505784060128229,0.0,0.0,43.81780460041329,7.560601162768557,21.236760581595302,6.113682179832232,0.0,0.0,0.0,0.0,0.0,0.0
360,361,85,0.0,7540,6,6,1978,1978,0.0,773,0,115,888,912,0,0,912,1,0,1,0,2,1,5,1,1978.0,2,470,0,0,0,0,192,0,6,2007,11.957617696467539,86.83317338436964,8.928110078202646,0.0,0.0,27.80287754891569,6.651571873589727,0.0,0.0,10.723805294763608,4.7535901911063645,29.79932885150268,6.790097235513905,30.199337741083,6.816735880594968,0.0,0.0,0.0,0.0,30.199337741083,6.816735880594968,21.6794833886788,6.154858094016418,0.0,0.0,0.0,0.0,0.0,0.0
675,676,160,24.0,2289,6,6,1978,1978,0.0,311,0,544,855,855,586,0,1441,0,0,2,1,3,1,7,1,1978.0,2,440,28,0,0,0,0,0,4,2009,11.908346971208951,47.843494855622744,7.736307096548285,0.0,0.0,17.635192088548397,5.7430031878094825,0.0,0.0,23.323807579381203,6.300785794663244,29.24038303442689,6.752270376141742,29.24038303442689,6.752270376141742,24.20743687382041,6.375024819828097,0.0,0.0,37.960505792204614,7.273786317844895,20.97617696340303,6.089044875446846,5.291502622129181,3.367295829986474,0.0,0.0,0.0,0.0
1309,1310,20,0.0,7153,6,5,1991,1991,88.0,1200,0,78,1278,1294,0,0,1294,1,0,2,0,3,1,6,0,1991.0,2,496,112,51,0,0,0,0,6,2008,12.09626335986454,84.57541013793548,8.875426919818963,9.38083151964686,4.48863636973214,34.64101615137755,7.0909098220799835,0.0,0.0,8.831760866327848,4.3694478524670215,35.749125863438955,7.153833801578843,35.9722114972099,7.166265974133638,0.0,0.0,0.0,0.0,35.9722114972099,7.166265974133638,22.271057451320086,6.208590026096629,10.583005244258363,4.727387818712341,7.14142842854285,3.9512437185814275,0.0,0.0
945,946,50,98.0,8820,5,6,1890,1996,0.0,1088,0,0,1088,1188,561,120,1869,0,0,1,0,2,1,7,0,1963.0,2,456,48,0,244,0,0,0,9,2009,11.735276702486741,93.91485505499116,9.084890521258767,0.0,0.0,32.984845004941285,6.9930151229329605,0.0,0.0,0.0,0.0,32.984845004941285,6.9930151229329605,34.46737587922817,7.080867896690782,23.68543856465402,6.331501849893691,10.954451150103322,4.795790545596741,43.23193264243457,7.533693709848633,21.354156504062622,6.124683390894205,6.928203230275509,3.8918202981106265,0.0,0.0,0.0,0.0
987,988,20,83.0,10159,9,5,2009,2010,450.0,1646,0,284,1930,1940,0,0,1940,1,0,2,1,3,1,8,1,2010.0,3,606,168,95,0,0,0,0,4,2010,12.887129532148373,100.79186475107998,9.226213721132472,21.213203435596427,6.111467339502679,40.570925550201586,7.4067107301776405,0.0,0.0,16.852299546352718,5.652489180268651,43.93176527297759,7.565793282428515,44.04543109109048,7.57095858316901,0.0,0.0,0.0,0.0,44.04543109109048,7.57095858316901,24.61706725018234,6.408528791059498,12.96148139681572,5.1298987149230735,9.746794344808963,4.564348191467836,0.0,0.0
1018,1019,80,0.0,10784,7,5,1991,1992,76.0,0,0,384,384,802,670,0,1472,0,0,2,1,3,1,7,1,1991.0,2,402,164,0,0,0,0,0,5,2007,11.982935344196433,103.84603988597736,9.285911558823257,8.717797887081348,4.343805421853684,0.0,0.0,0.0,0.0,19.595917942265423,5.953243334287785,19.595917942265423,5.953243334287785,28.319604517012593,6.688354713946762,25.88435821108957,6.508769136971682,0.0,0.0,38.36665218650175,7.29505641646263,20.049937655763422,5.998936561946683,12.806248474865697,5.10594547390058,0.0,0.0,0.0,0.0
1246,1247,60,65.0,8125,7,5,2005,2006,0.0,0,0,756,756,756,797,0,1553,0,0,2,1,3,1,6,0,2005.0,2,615,0,45,0,0,0,0,3,2006,12.136191879981927,90.13878188659973,9.002824076547672,0.0,0.0,0.0,0.0,0.0,0.0,27.49545416973504,6.6293632534374485,27.49545416973504,6.6293632534374485,27.49545416973504,6.6293632534374485,28.231188426986208,6.682108597449809,0.0,0.0,39.408120990476064,7.348587530927593,24.79919353527449,6.423246963533519,0.0,0.0,6.708203932499369,3.828641396489095,0.0,0.0
525,526,20,62.0,7500,7,5,2005,2005,0.0,0,0,1257,1257,1266,0,0,1266,0,0,2,0,3,1,6,1,2005.0,2,453,38,144,0,0,0,0,4,2006,12.07824495582233,86.60254037844386,8.922791623969637,0.0,0.0,0.0,0.0,0.0,0.0,35.45419580247167,7.1372784372603855,35.45419580247167,7.1372784372603855,35.58089374931439,7.144407180321139,0.0,0.0,0.0,0.0,35.58089374931439,7.144407180321139,21.283796653792763,6.118097198041348,6.164414002968976,3.6635616461296463,12.0,4.976733742420574,0.0,0.0
1070,1071,20,72.0,10152,5,5,1956,1956,120.0,586,0,462,1048,1048,0,0,1048,1,0,1,0,3,1,6,0,1956.0,1,286,0,20,0,0,192,0,6,2007,11.813037464800539,100.75713374248,9.225524507301223,10.954451150103322,4.795790545596741,24.20743687382041,6.375024819828097,0.0,0.0,21.494185260204677,6.137727054086234,32.37282811247729,6.955592608396297,32.37282811247729,6.955592608396297,0.0,0.0,0.0,0.0,32.37282811247729,6.955592608396297,16.911534525287763,5.659482215759621,0.0,0.0,4.47213595499958,3.044522437723423,0.0,0.0
